store,type,stores_size,unemployment,temperature,fuel_price,date,is_holiday,weekly_sales
1,A,151315,7.962,89.94,3.554,2011-08-19T00:00:00Z,false,21260.575416666667
1,A,151315,7.962,87.96,3.523,2011-08-26T00:00:00Z,false,19793.15486486486
1,A,151315,7.962,87.83,3.533,2011-09-02T00:00:00Z,false,21236.01671232877
1,A,151315,7.962,76,3.546,2011-09-09T00:00:00Z,true,21395.433888888892
1,A,151315,7.962,79.94,3.526,2011-09-16T00:00:00Z,false,21327.602535211263
1,A,151315,7.962,75.8,3.467,2011-09-23T00:00:00Z,false,19166.94819444444
1,A,151315,7.962,79.69,3.355,2011-09-30T00:00:00Z,false,19368.914305555558
1,A,151315,7.866,69.31,3.285,2011-10-07T00:00:00Z,false,22652.638194444433
1,A,151315,7.866,71.74,3.274,2011-10-14T00:00:00Z,false,20743.415694444448
1,A,151315,7.866,63.71,3.353,2011-10-21T00:00:00Z,false,20868.927500000005
1,A,151315,7.866,66.57,3.372,2011-10-28T00:00:00Z,false,20072.904027777775
1,A,151315,7.866,54.98,3.332,2011-11-04T00:00:00Z,false,23572.633055555547
1,A,151315,7.866,59.11,3.297,2011-11-11T00:00:00Z,false,22151.92902777778
1,A,151315,7.866,62.25,3.308,2011-11-18T00:00:00Z,false,21381.718055555557
1,A,151315,7.866,60.14,3.236,2011-11-25T00:00:00Z,true,27853.707671232878
1,A,151315,7.866,48.91,3.172,2011-12-02T00:00:00Z,false,21699.7801369863
1,A,151315,7.866,43.93,3.158,2011-12-09T00:00:00Z,false,24653.183287671232
1,A,151315,7.866,51.63,3.159,2011-12-16T00:00:00Z,false,26127.45375
1,A,151315,7.866,47.96,3.112,2011-12-23T00:00:00Z,false,30678.2295945946
1,A,151315,7.866,44.55,3.129,2011-12-30T00:00:00Z,true,20513.187945205475
1,A,151315,7.348,49.01,3.157,2012-01-06T00:00:00Z,false,21532.91555555555
1,A,151315,7.348,48.53,3.261,2012-01-13T00:00:00Z,false,20557.76295774648
1,A,151315,7.348,54.11,3.268,2012-01-20T00:00:00Z,false,19101.285479452057
1,A,151315,7.348,54.26,3.29,2012-01-27T00:00:00Z,false,18847.50842857143
1,A,151315,7.348,56.55,3.36,2012-02-03T00:00:00Z,false,22726.939583333336
1,A,151315,7.348,48.02,3.409,2012-02-10T00:00:00Z,true,24691.471643835623
1,A,151315,7.348,45.32,3.51,2012-02-17T00:00:00Z,false,24929.726027397253
1,A,151315,7.348,57.25,3.555,2012-02-24T00:00:00Z,false,21380.38652777778
1,A,151315,7.348,60.96,3.63,2012-03-02T00:00:00Z,false,23450.28833333333
1,A,151315,7.348,58.76,3.669,2012-03-09T00:00:00Z,false,23597.62197183098
1,A,151315,7.348,64.74,3.734,2012-03-16T00:00:00Z,false,23298.233055555556
1,A,151315,7.348,65.93,3.787,2012-03-23T00:00:00Z,false,21282.648873239435
1,A,151315,7.348,67.61,3.845,2012-03-30T00:00:00Z,false,23233.868028169014
1,A,151315,7.143,70.43,3.891,2012-04-06T00:00:00Z,false,26384.401111111107
1,A,151315,7.143,69.07,3.891,2012-04-13T00:00:00Z,false,22831.432394366195
1,A,151315,7.143,66.76,3.877,2012-04-20T00:00:00Z,false,21430.67422535211
1,A,151315,7.143,67.23,3.814,2012-04-27T00:00:00Z,false,20689.13197183098
1,A,151315,7.143,75.55,3.749,2012-05-04T00:00:00Z,false,23725.63366197183
1,A,151315,7.143,73.77,3.688,2012-05-11T00:00:00Z,false,22691.493661971832
1,A,151315,7.143,70.33,3.63,2012-05-18T00:00:00Z,false,22798.59814285714
1,A,151315,7.143,77.22,3.561,2012-05-25T00:00:00Z,false,21907.669718309862
1,A,151315,7.143,77.95,3.501,2012-06-01T00:00:00Z,false,22879.96591549296
1,A,151315,7.143,78.3,3.452,2012-06-08T00:00:00Z,false,23572.652222222227
1,A,151315,7.143,79.35,3.393,2012-06-15T00:00:00Z,false,22966.295774647882
1,A,151315,7.143,78.39,3.346,2012-06-22T00:00:00Z,false,21518.955070422537
1,A,151315,7.143,84.88,3.286,2012-06-29T00:00:00Z,false,22324.949130434787
1,A,151315,6.908,81.57,3.227,2012-07-06T00:00:00Z,false,25283.630857142856
1,A,151315,6.908,77.12,3.256,2012-07-13T00:00:00Z,false,21507.24
1,A,151315,6.908,80.42,3.311,2012-07-20T00:00:00Z,false,20804.927222222224
1,A,151315,6.908,82.66,3.407,2012-07-27T00:00:00Z,false,19987.829305555562
1,A,151315,6.908,86.11,3.417,2012-08-03T00:00:00Z,false,22973.743521126755
1,A,151315,6.908,85.05,3.494,2012-08-10T00:00:00Z,false,22116.80513888889
1,A,151315,6.908,84.85,3.571,2012-08-17T00:00:00Z,false,22192.61180555556
1,A,151315,6.908,77.66,3.62,2012-08-24T00:00:00Z,false,21043.977183098596
1,A,151315,6.908,80.49,3.638,2012-08-31T00:00:00Z,false,21973.38055555556
1,A,151315,6.908,83.96,3.73,2012-09-07T00:00:00Z,true,22763.93602739726
1,A,151315,6.908,74.97,3.717,2012-09-14T00:00:00Z,false,21075.40097222222
1,A,151315,6.908,69.87,3.721,2012-09-21T00:00:00Z,false,21213.043098591552
1,A,151315,6.908,76.08,3.666,2012-09-28T00:00:00Z,false,19685.743287671237
1,A,151315,6.573,68.55,3.617,2012-10-05T00:00:00Z,false,23205.36069444444
1,A,151315,6.573,62.99,3.601,2012-10-12T00:00:00Z,false,21548.942602739724
1,A,151315,6.573,67.97,3.594,2012-10-19T00:00:00Z,false,21240.40521126761
1,A,151315,6.573,69.16,3.506,2012-10-26T00:00:00Z,false,20745.27416666666
2,A,202307,8.324,40.19,2.572,2010-02-05T00:00:00Z,false,29273.82821917808
2,A,202307,8.324,38.49,2.548,2010-02-12T00:00:00Z,true,29691.7986111111
2,A,202307,8.324,39.69,2.514,2010-02-19T00:00:00Z,false,29102.075890410964
2,A,202307,8.324,46.1,2.561,2010-02-26T00:00:00Z,false,25549.277671232878
2,A,202307,8.324,47.17,2.625,2010-03-05T00:00:00Z,false,27274.152465753425
2,A,202307,8.324,57.56,2.667,2010-03-12T00:00:00Z,false,27645.608055555553
2,A,202307,8.324,54.52,2.72,2010-03-19T00:00:00Z,false,26658.50520547946
2,A,202307,8.324,51.26,2.732,2010-03-26T00:00:00Z,false,23975.312465753424
2,A,202307,8.2,63.27,2.719,2010-04-02T00:00:00Z,false,28697.05166666666
2,A,202307,8.2,65.41,2.77,2010-04-09T00:00:00Z,false,27148.461250000004
2,A,202307,8.2,68.07,2.808,2010-04-16T00:00:00Z,false,26407.85830985916
2,A,202307,8.2,65.11,2.795,2010-04-23T00:00:00Z,false,25661.84408450704
2,A,202307,8.2,66.98,2.78,2010-04-30T00:00:00Z,false,25386.623802816903
2,A,202307,8.2,71.28,2.835,2010-05-07T00:00:00Z,false,27980.571369863017
2,A,202307,8.2,73.31,2.854,2010-05-14T00:00:00Z,false,26489.469859154924
2,A,202307,8.2,74.83,2.826,2010-05-21T00:00:00Z,false,26717.423943661965
2,A,202307,8.2,81.13,2.759,2010-05-28T00:00:00Z,false,27958.769857142852
2,A,202307,8.2,81.81,2.705,2010-06-04T00:00:00Z,false,30036.28471428571
2,A,202307,8.2,83.4,2.668,2010-06-11T00:00:00Z,false,28528.714929577465
2,A,202307,8.2,85.81,2.637,2010-06-18T00:00:00Z,false,28594.813714285712
2,A,202307,8.2,86.26,2.653,2010-06-25T00:00:00Z,false,27322.916760563377
2,A,202307,8.099,82.74,2.669,2010-07-02T00:00:00Z,false,28224.516056338038
2,A,202307,8.099,82.59,2.642,2010-07-09T00:00:00Z,false,27259.458260869556
2,A,202307,8.099,85.32,2.623,2010-07-16T00:00:00Z,false,26751.88101449276
2,A,202307,8.099,87.66,2.608,2010-07-23T00:00:00Z,false,25094.61563380282
2,A,202307,8.099,83.49,2.64,2010-07-30T00:00:00Z,false,25058.97444444445
2,A,202307,8.099,89.53,2.627,2010-08-06T00:00:00Z,false,28455.85685714285
2,A,202307,8.099,89.05,2.692,2010-08-13T00:00:00Z,false,26698.606338028163
2,A,202307,8.099,88.7,2.664,2010-08-20T00:00:00Z,false,28061.931857142856
2,A,202307,8.099,87.12,2.619,2010-08-27T00:00:00Z,false,26251.27450704226
2,A,202307,8.099,81.83,2.577,2010-09-03T00:00:00Z,false,26825.466056338028
2,A,202307,8.099,79.09,2.565,2010-09-10T00:00:00Z,true,25543.45597222222
2,A,202307,8.099,82.05,2.582,2010-09-17T00:00:00Z,false,25266.24788732394
2,A,202307,8.099,81.79,2.624,2010-09-24T00:00:00Z,false,24289.53830985916
2,A,202307,8.163,69.24,2.603,2010-10-01T00:00:00Z,false,25738.597605633797
2,A,202307,8.163,63.19,2.633,2010-10-08T00:00:00Z,false,25693.353333333336
2,A,202307,8.163,65.8,2.72,2010-10-15T00:00:00Z,false,25272.61253521126
2,A,202307,8.163,68.5,2.725,2010-10-22T00:00:00Z,false,24478.135774647882
2,A,202307,8.163,66.24,2.716,2010-10-29T00:00:00Z,false,25038.26541666666
2,A,202307,8.163,57.85,2.689,2010-11-05T00:00:00Z,false,27700.877285714287
2,A,202307,8.163,59.69,2.728,2010-11-12T00:00:00Z,false,26997.36253521127
2,A,202307,8.163,50.81,2.771,2010-11-19T00:00:00Z,false,27176.932916666672
2,A,202307,8.163,62.98,2.735,2010-11-26T00:00:00Z,true,36926.74013888889
2,A,202307,8.163,49.33,2.708,2010-12-03T00:00:00Z,false,27613.44205479452
2,A,202307,8.163,45.5,2.843,2010-12-10T00:00:00Z,false,33503.19084507042
2,A,202307,8.163,47.55,2.869,2010-12-17T00:00:00Z,false,36238.427083333336
2,A,202307,8.163,49.97,2.886,2010-12-24T00:00:00Z,false,47068.59835616438
2,A,202307,8.163,47.3,2.943,2010-12-31T00:00:00Z,true,24311.59097222222
2,A,202307,8.028,44.69,2.976,2011-01-07T00:00:00Z,false,24417.37208333333
2,A,202307,8.028,33.02,2.983,2011-01-14T00:00:00Z,false,23893.06273972602
2,A,202307,8.028,41.4,3.016,2011-01-21T00:00:00Z,false,24324.790277777778
2,A,202307,8.028,42.83,3.01,2011-01-28T00:00:00Z,false,23546.828888888893
2,A,202307,8.028,38.25,2.989,2011-02-04T00:00:00Z,false,26796.475416666664
2,A,202307,8.028,33.19,3.022,2011-02-11T00:00:00Z,true,30111.689027777775
2,A,202307,8.028,57.83,3.045,2011-02-18T00:00:00Z,false,28505.271506849316
2,A,202307,8.028,60.8,3.065,2011-02-25T00:00:00Z,false,25824.099718309855
2,A,202307,8.028,57.77,3.288,2011-03-04T00:00:00Z,false,27145.31205479453
2,A,202307,8.028,52.7,3.459,2011-03-11T00:00:00Z,false,25741.196027397265
2,A,202307,8.028,62.32,3.488,2011-03-18T00:00:00Z,false,26424.411944444448
2,A,202307,8.028,69.42,3.473,2011-03-25T00:00:00Z,false,24530.02847222222
2,A,202307,7.931,55.43,3.524,2011-04-01T00:00:00Z,false,25354.5261971831
2,A,202307,7.931,67,3.622,2011-04-08T00:00:00Z,false,25660.45291666667
2,A,202307,7.931,69.48,3.743,2011-04-15T00:00:00Z,false,26147.43436619718
2,A,202307,7.931,69.39,3.807,2011-04-22T00:00:00Z,false,26568.163380281683
2,A,202307,7.931,69.21,3.81,2011-04-29T00:00:00Z,false,24243.684444444443
2,A,202307,7.931,61.48,3.906,2011-05-06T00:00:00Z,false,25174.56986301371
2,A,202307,7.931,74.61,3.899,2011-05-13T00:00:00Z,false,25185.1105479452
2,A,202307,7.931,67.14,3.907,2011-05-20T00:00:00Z,false,24118.312285714284
2,A,202307,7.931,76.42,3.786,2011-05-27T00:00:00Z,false,25320.17690140845
2,A,202307,7.931,83.07,3.699,2011-06-03T00:00:00Z,false,26489.811095890418
2,A,202307,7.931,83.4,3.648,2011-06-10T00:00:00Z,false,27171.171267605638
2,A,202307,7.931,86.53,3.637,2011-06-17T00:00:00Z,false,27135.722083333327
2,A,202307,7.931,85.17,3.594,2011-06-24T00:00:00Z,false,25584.654285714292
2,A,202307,7.852,85.69,3.524,2011-07-01T00:00:00Z,false,26660.614285714288
2,A,202307,7.852,87.7,3.48,2011-07-08T00:00:00Z,false,26473.742714285716
2,A,202307,7.852,89.83,3.575,2011-07-15T00:00:00Z,false,25502.675571428575
2,A,202307,7.852,89.34,3.651,2011-07-22T00:00:00Z,false,24560.794507042254
2,A,202307,7.852,90.07,3.682,2011-07-29T00:00:00Z,false,24009.900857142864
2,A,202307,7.852,93.34,3.684,2011-08-05T00:00:00Z,false,26810.060857142864
2,A,202307,7.852,91.58,3.638,2011-08-12T00:00:00Z,false,25531.94732394367
2,A,202307,7.852,89.86,3.554,2011-08-19T00:00:00Z,false,25973.16323943661
2,A,202307,7.852,90.45,3.523,2011-08-26T00:00:00Z,false,25293.60986111111
2,A,202307,7.852,89.64,3.533,2011-09-02T00:00:00Z,false,25126.662499999995
2,A,202307,7.852,77.97,3.546,2011-09-09T00:00:00Z,true,24277.78680555556
2,A,202307,7.852,78.85,3.526,2011-09-16T00:00:00Z,false,23492.21555555556
2,A,202307,7.852,75.58,3.467,2011-09-23T00:00:00Z,false,23184.719166666666
2,A,202307,7.852,78.14,3.355,2011-09-30T00:00:00Z,false,23244.99211267606
2,A,202307,7.441,69.92,3.285,2011-10-07T00:00:00Z,false,25881.034225352112
2,A,202307,7.441,71.67,3.274,2011-10-14T00:00:00Z,false,24561.720985915494
2,A,202307,7.441,64.53,3.353,2011-10-21T00:00:00Z,false,25840.566901408452
2,A,202307,7.441,65.87,3.372,2011-10-28T00:00:00Z,false,24573.559027777785
2,A,202307,7.441,55.53,3.332,2011-11-04T00:00:00Z,false,27601.519718309868
2,A,202307,7.441,59.33,3.297,2011-11-11T00:00:00Z,false,26676.738194444435
2,A,202307,7.441,62.01,3.308,2011-11-18T00:00:00Z,false,26065.2397260274
2,A,202307,7.441,56.36,3.236,2011-11-25T00:00:00Z,true,35810.99041095891
2,A,202307,7.441,48.74,3.172,2011-12-02T00:00:00Z,false,27534.5352112676
2,A,202307,7.441,41.76,3.158,2011-12-09T00:00:00Z,false,31377.387945205483
2,A,202307,7.441,50.13,3.159,2011-12-16T00:00:00Z,false,33325.157808219185
2,A,202307,7.441,46.66,3.112,2011-12-23T00:00:00Z,false,43572.56486486488
2,A,202307,7.441,44.57,3.129,2011-12-30T00:00:00Z,true,25674.33589041096
2,A,202307,7.057,46.75,3.157,2012-01-06T00:00:00Z,false,24993.33527777778
2,A,202307,7.057,45.99,3.261,2012-01-13T00:00:00Z,false,24573.598309859157
2,A,202307,7.057,51.7,3.268,2012-01-20T00:00:00Z,false,23774.570972222224
2,A,202307,7.057,50.5,3.29,2012-01-27T00:00:00Z,false,23068.14083333333
2,A,202307,7.057,55.21,3.36,2012-02-03T00:00:00Z,false,26510.958082191777
2,A,202307,7.057,46.98,3.409,2012-02-10T00:00:00Z,true,28812.6394520548
2,A,202307,7.057,43.82,3.51,2012-02-17T00:00:00Z,false,30091.62273972602
2,A,202307,7.057,54.63,3.555,2012-02-24T00:00:00Z,false,26222.573239436624
2,A,202307,7.057,58.79,3.63,2012-03-02T00:00:00Z,false,27118.82861111111
2,A,202307,7.057,57.11,3.669,2012-03-09T00:00:00Z,false,27290.538873239435
2,A,202307,7.057,63.68,3.734,2012-03-16T00:00:00Z,false,27832.14267605634
2,A,202307,7.057,64.01,3.787,2012-03-23T00:00:00Z,false,25217.452957746482
2,A,202307,7.057,66.83,3.845,2012-03-30T00:00:00Z,false,26161.701971830982
2,A,202307,6.891,68.43,3.891,2012-04-06T00:00:00Z,false,29164.875479452057
2,A,202307,6.891,68.08,3.891,2012-04-13T00:00:00Z,false,26518.754794520548
2,A,202307,6.891,65.69,3.877,2012-04-20T00:00:00Z,false,25657.561805555557
2,A,202307,6.891,67.2,3.814,2012-04-27T00:00:00Z,false,24846.94492957746
2,A,202307,6.891,76.73,3.749,2012-05-04T00:00:00Z,false,27097.987183098598
2,A,202307,6.891,73.87,3.688,2012-05-11T00:00:00Z,false,26632.23597222222
2,A,202307,6.891,71.27,3.63,2012-05-18T00:00:00Z,false,28182.262957746472
2,A,202307,6.891,78.19,3.561,2012-05-25T00:00:00Z,false,27325.587
2,A,202307,6.891,78.38,3.501,2012-06-01T00:00:00Z,false,26902.709436619723
2,A,202307,6.891,78.69,3.452,2012-06-08T00:00:00Z,false,28312.908309859155
2,A,202307,6.891,80.56,3.393,2012-06-15T00:00:00Z,false,28041.77571428571
2,A,202307,6.891,81.04,3.346,2012-06-22T00:00:00Z,false,26587.791690140835
2,A,202307,6.891,86.32,3.286,2012-06-29T00:00:00Z,false,26493.607323943674
2,A,202307,6.565,84.2,3.227,2012-07-06T00:00:00Z,false,28354.26944444445
2,A,202307,6.565,80.17,3.256,2012-07-13T00:00:00Z,false,26143.930428571424
2,A,202307,6.565,83.23,3.311,2012-07-20T00:00:00Z,false,25273.145277777778
2,A,202307,6.565,86.37,3.407,2012-07-27T00:00:00Z,false,24081.14904109589
2,A,202307,6.565,90.22,3.417,2012-08-03T00:00:00Z,false,27029.231111111123
2,A,202307,6.565,88.55,3.494,2012-08-10T00:00:00Z,false,25926.666111111106
2,A,202307,6.565,84.79,3.571,2012-08-17T00:00:00Z,false,26411.178219178088
2,A,202307,6.565,76.91,3.62,2012-08-24T00:00:00Z,false,26433.635915492956
2,A,202307,6.565,82.64,3.638,2012-08-31T00:00:00Z,false,26672.373972602745
2,A,202307,6.565,87.65,3.73,2012-09-07T00:00:00Z,true,26743.339014084508
2,A,202307,6.565,75.88,3.717,2012-09-14T00:00:00Z,false,25205.64763888889
2,A,202307,6.565,71.09,3.721,2012-09-21T00:00:00Z,false,25766.41788732395
2,A,202307,6.565,79.45,3.666,2012-09-28T00:00:00Z,false,24256.535555555558
2,A,202307,6.17,70.27,3.617,2012-10-05T00:00:00Z,false,27754.458888888897
2,A,202307,6.17,60.97,3.601,2012-10-12T00:00:00Z,false,26037.604520547946
2,A,202307,6.17,68.08,3.594,2012-10-19T00:00:00Z,false,26028.033943661983
2,A,202307,6.17,69.79,3.506,2012-10-26T00:00:00Z,false,25837.441549295774
3,B,37392,7.368,45.71,2.572,2010-02-05T00:00:00Z,false,7101.880307692307
3,B,37392,7.368,47.93,2.548,2010-02-12T00:00:00Z,true,6573.89
3,B,37392,7.368,47.07,2.514,2010-02-19T00:00:00Z,false,6486.802923076922
3,B,37392,7.368,52.05,2.561,2010-02-26T00:00:00Z,false,6463.569206349206
3,B,37392,7.368,53.04,2.625,2010-03-05T00:00:00Z,false,6590.5085714285715
3,B,37392,7.368,63.08,2.667,2010-03-12T00:00:00Z,false,6003.135781250001
3,B,37392,7.368,60.42,2.72,2010-03-19T00:00:00Z,false,5774.285999999999
3,B,37392,7.368,57.06,2.732,2010-03-26T00:00:00Z,false,5713.480476190476
3,B,37392,7.343,65.56,2.719,2010-04-02T00:00:00Z,false,6613.974999999997
3,B,37392,7.343,68,2.77,2010-04-09T00:00:00Z,false,6497.9731249999995
3,B,37392,7.343,66.98,2.808,2010-04-16T00:00:00Z,false,5461.434769230768
3,B,37392,7.343,67.87,2.795,2010-04-23T00:00:00Z,false,5312.135156250002
3,B,37392,7.343,70.24,2.78,2010-04-30T00:00:00Z,false,5473.460454545452
3,B,37392,7.343,73.47,2.835,2010-05-07T00:00:00Z,false,6338.473968253972
3,B,37392,7.343,77.18,2.854,2010-05-14T00:00:00Z,false,6005.592812500001
3,B,37392,7.343,75.81,2.826,2010-05-21T00:00:00Z,false,5544.567258064518
3,B,37392,7.343,78.6,2.759,2010-05-28T00:00:00Z,false,5646.600483870966
3,B,37392,7.343,78.53,2.705,2010-06-04T00:00:00Z,false,6402.72258064516
3,B,37392,7.343,82.1,2.668,2010-06-11T00:00:00Z,false,5635.191904761902
3,B,37392,7.343,83.52,2.637,2010-06-18T00:00:00Z,false,5778.997619047619
3,B,37392,7.343,83.79,2.653,2010-06-25T00:00:00Z,false,5763.652903225808
3,B,37392,7.346,82.2,2.669,2010-07-02T00:00:00Z,false,6248.388852459018
3,B,37392,7.346,81.75,2.642,2010-07-09T00:00:00Z,false,5543.082222222222
3,B,37392,7.346,84.32,2.623,2010-07-16T00:00:00Z,false,5782.439016393441
3,B,37392,7.346,83.32,2.608,2010-07-23T00:00:00Z,false,5601.023650793651
3,B,37392,7.346,82.04,2.64,2010-07-30T00:00:00Z,false,5523.096031746031
3,B,37392,7.346,85.13,2.627,2010-08-06T00:00:00Z,false,6391.043809523808
3,B,37392,7.346,86.74,2.692,2010-08-13T00:00:00Z,false,5659.956333333331
3,B,37392,7.346,88.02,2.664,2010-08-20T00:00:00Z,false,5673.035645161293
3,B,37392,7.346,86.15,2.619,2010-08-27T00:00:00Z,false,5748.160158730161
